ukbb20003;n
ilosone 125mg/5ml suspension;0
acrosoxacin;2
eradacin 150mg capsule;0
chloromycetin 250mg capsule;0
chloromycetin 125mg/5ml suspension;0
chloromycetin 300mg injection (pdr for recon);0
chloromycetin 1.2g injection (pdr for recon);0
kemicetine 1g injection (pdr for recon);0
vancocin 125mg matrigel capsule;0
vancocin 250mg matrigel capsule;0
vancocin cp 500mg injection (pdr for recon);0
vancocin cp 250mg injection (pdr for recon);0
vancocin cp 1g injection (pdr for recon);0
teicoplanin;5
targocid 400mg injection (pdr for recon)+diluent;0
targocid 200mg injection (pdr for recon)+diluent;0
co-trimoxazole;113
bactrim 480mg tablet;1
colistin;1
colomycin 1.5million units tablet;1
colomycin 250,000units/5ml syrup;0
colomycin 500,000units injection (pdr for recon);0
colomycin 1million units injection (pdr for recon);12
colistin sulphate 1.5million units tablet;0
colistin sulphate 250,000units/5ml syrup;0
colistin sulphomethate sodium 500,000u injection powder;0
colistin sulphomethate na 1million units inj (pdr for recon);0
sodium fusidate;0
fucidin 250mg tablet;4
fucidin 250mg/5ml suspension;0
fucidin 500mg i-v infusion+buffer;1
polymyxin b;0
spectinomycin;0
trobicin 2g injection+diluent;0
vancomycin;0
bactrim 480mg dispersible tablet;0
bactrim 960mg tablet;0
bactrim adult suspension;0
bactrim paediatric s/f syrup;0
chemotrim paediatric suspension;1
fectrim 80mg/400mg tablet;0
fectrim forte 160mg/800mg dispersible tablet;0
fectrim 120mg paediatric tablet;0
laratrim 160mg/800mg tablet;0
laratrim adult suspension;0
monotrim 100mg tablet;0
monotrim 200mg tablet;0
monotrim 50mg/5ml s/f suspension;0
monotrim 100mg/5ml injection;0
tiempe 100mg tablet;0
tiempe 200mg tablet;0
trimogal 100mg tablet;0
trimogal 200mg tablet;0
trimopan 100mg tablet;0
trimopan 200mg tablet;0
trimopan 50mg/5ml s/f suspension;0
triprimix 200 tablet;0
capreomycin;0
capastat 1g injection (pdr for recon);1
cycloserine;3
myambutol 100mg tablet;0
myambutol 400mg tablet;0
mynah-250 tablet;0
mynah-300 tablet;0
laratrim paediatric syrup;0
septrin 480mg tablet;26
septrin 480mg dispersible tablet;4
septrin forte 960mg tablet;9
septrin adult suspension;1
septrin paediatric s/f suspension;0
septrin 480mg/5ml intravenous infusion;0
comixco 80/400 tablet;0
comixco 160/800 tablet;0
comixco paediatric suspension;0
comixco 80/400 dispersible tablet;0
sulfametopyrazine;0
kelfizine w 2g tablet;0
sulphadiazine;7
sulphadimidine;1
trimethoprim;558
ipral 100mg tablet;0
ipral 200mg tablet;0
isoniazid;12
rimifon 50mg/2ml injection;0
pyrazinamide;0
zinamide 500mg tablet;1
clofazimine;0
lamprene 100mg capsule;1
metronidazole;218
metronidazole+nystatin 400mg/10000units tablet+pessary;2
flagyl 200mg tablet;0
flagyl 400mg tablet;4
flagyl 100mg/20ml infusion;0
flagyl s 200mg/5ml suspension;0
flagyl 500mg suppository;0
flagyl 1g suppository;0
flagyl compak tablet+pessary;1
vaginyl 200mg tablet;5
vaginyl 400mg tablet;1
zadstat 200mg tablet;0
zadstat 500mg/100ml infusion;0
zadstat 500mg suppository;0
rifampicin;19
rifadin 150mg capsule;1
rifadin 300mg capsule;1
rifadin 100mg/5ml syrup;0
rifadin 600mg injection+solvent;0
rimactane 150mg capsule;0
rimactane 300mg capsule;0
rimactane 100mg/5ml syrup;0
rimactane 300mg injection+diluent;0
rifater tablet;3
rifinah 150 tablet;3
rifinah 300 tablet;5
rimactazid-150 tablet;0
rimactazid-300 tablet;0
rifampicin+isoniazid 300mg/150mg tablet;1
streptomycin;1
dapsone;66
zadstat 1g suppository;0
flagyl 500mg/100ml infusion;0
metrozol 500mg/100ml infusion;1
tinidazole;2
fasigyn 500mg tablet;1
nitrofurantoin;349
ciprofloxacin;196
ciproxin 250mg tablet;6
ciproxin 100mg/50ml intravenous infusion;0
ciproxin 200mg/100ml intravenous infusion;0
ciproxin 500mg tablet;3
ciproxin 750mg tablet;0
ofloxacin;18
tarivid 200mg tablet;0
tarivid 200mg/100ml intravenous infusion;0
tarivid 100mg/50ml intravenous infusion;0
tarivid 400mg tablet;0
norfloxacin;18
furadantin 50mg tablet;1
furadantin 100mg tablet;0
furadantin 25mg/5ml s/f suspension;0
macrodantin 50mg capsule;32
macrodantin 100mg capsule;22
urantoin 50mg tablet;0
urantoin 100mg tablet;0
macrobid 100mg m/r capsule;2
cinoxacin;0
cinobac 500mg capsule;0
hexamine hippurate;2
hiprex 1g tablet;24
nalidixic acid;2
mictral 660mg/sachet effervescent granules;0
negram 500mg tablet;0
negram 300mg/5ml s/f suspension;0
uriben 300mg/5ml suspension;0
amphotericin;16
fungilin 100mg tablet;6
fungilin 100mg/ml s/f suspension;1
fungizone 50mg i-v infusion (pdr for recon);0
ambisome 50mg infusion (pdr for recon);0
flucytosine;5
alcobon 500mg tablet;0
nystan 500,000units tablet;1
nystan 100,000units/ml oral suspension;8
nystatin dome 100,000units/ml oral suspension;4
fluconazole;76
diflucan 50mg capsule;3
diflucan 150mg capsule;3
diflucan 200mg capsule;2
diflucan 50mg/25ml intravenous infusion;0
diflucan 200mg/100ml intravenous infusion;0
diflucan 50mg/5ml oral suspension;0
diflucan 200mg/5ml oral suspension;1
itraconazole;59
itraconazole 100mg capsule;17
sporanox 100mg capsule;14
alcobon 2.5g/250ml intravenous infusion;0
griseofulvin;6
fulcin 125mg tablet;0
fulcin 500mg tablet;0
fulcin 125mg/5ml oral suspension;0
grisovin 125mg tablet;0
grisovin 500mg tablet;0
ketoconazole;49
nizoral 200mg tablet;5
nizoral 100mg/5ml suspension;1
ketoconazole 200mg tablet;0
ketoconazole 100mg/5ml oral suspension;0
miconazole;38
daktarin 250mg tablet;0
daktarin 200mg/20ml intravenous infusion;0
miconazole 250mg tablet;1
miconazole 200mg/20ml intravenous infusion;0
natamycin;0
nystatin;36
aciclovir;501
zovirax 200mg tablet;10
zovirax 200mg/5ml s/f suspension;0
zovirax 250mg i-v infusion (pdr for recon);0
zovirax 400mg tablet;2
primaquine;9
paludrine 100mg tablet;8
pyrimethamine;3
daraprim 25mg tablet;0
fansidar tablet;1
maloprim tablet;0
pyrimethamine+dapsone 12.5mg/100mg tablet;0
pyrimethamine+sulfadoxine 25mg/500mg tablet;0
quinine;3683
mefloquine;11
zovirax 500mg i-v infusion (pdr for recon);0
zovirax shingles pack 800mg dispersible tablet;3
inosine pranobex;1
imunovir 500mg tablet;1
zidovudine;5
retrovir 100mg capsule;3
retrovir 250mg capsule;3
retrovir 200mg/10ml intravenous infusion concentrate;2
retrovir 50mg/5ml s/f oral solution;1
ganciclovir;1
cymevene 500mg i-v infusion (pdr for recon);1
chloroquine;40
avloclor 250mg tablet;14
nivaquine 200mg tablet;0
nivaquine 68mg/5ml syrup;0
nivaquine 272.5mg/5ml injection;0
lariam 250mg tablet;11
halfan 250mg tablet;0
furamide 500mg tablet;1
entamizole tablet;0
bephenium;0
diethylcarbamazine;1
thiabendazole;0
mintezol 500mg chewable tablet;0
pentacarinat 300mg injection (pdr for recon);0
pentacarinat 300mg/5ml nebuliser solution;1
sodium stibogluconate;1
pentostam 10g/100ml injection;0
mebendazole;2
vermox 100mg chewable tablet;0
vermox 100mg/5ml suspension;0
piperazine;0
pripsen oral powder;0
pyrantel;0
combantrin 125mg tablet;0
niclosamide;0
albendazole;1
eskazole 400mg tablet;0
glipizide;103
glibenese 5mg tablet;0
minodiab 2.5mg tablet;2
gliquidone;1
glurenorm 30mg tablet;0
tolazamide;1
tolanase 100mg tablet;0
tolbutamide;53
glyconon 500mg tablet;0
rastinon 500mg tablet;0
glucophage 500mg tablet;558
orabet 500mg tablet;0
chlorpropamide;6
diabinese 100mg tablet;0
glymese 250mg tablet;1
glibenclamide;140
daonil 5mg tablet;0
semi-daonil 2.5mg tablet;0
euglucon 2.5mg tablet;0
malix 2.5mg tablet;0
diabetamide 2.5mg tablet;1
calabren 2.5mg tablet;0
gliclazide;5352
diamicron 80mg tablet;71
guar gum;0
guarem 5g/sachet granules;0
propylthiouracil;23
florinef 100mcg tablet;12
betamethasone;891
betnelan 500mcg tablet;3
betnesol 500mcg soluble tablet;52
cortistab 5mg tablet;0
cortisyl 25mg tablet;0
dexamethasone;143
decadron 500micrograms tablet;0
glucagon product;17
tertroxin 20mcg tablet;4
triiodothyronine 20micrograms/ml injection (pdr for recon);1
thyroxine sodium;1472
carbimazole;467
neo-mercazole 5mg tablet;7
hydrocortisone;1016
prednisolone;3380
deltacortril enteric 2.5mg e/c tablet;4
deltastab 1mg tablet;0
precortisyl 1mg tablet;0
prednesol 5mg tablet;31
hydrocortistab 20mg tablet;1
hydrocortone 10mg tablet;9
methylprednisolone;23
medrone 2mg tablet;3
tolmetin;1
tolectin 200mg capsule;1
acemetacin;20
emflex 60mg capsule;6
sodium aurothiomalate;4
myocrisin 10mg/0.5ml injection;3
myocrisin 20mg/0.5ml injection;3
myocrisin 50mg/0.5ml injection;14
penicillamine;22
distamine 50mg tablet;1
pendramine 125mg tablet;0
nabumetone;225
relifex 500mg tablet;13
tenoxicam;15
mobiflex 20mg tablet;4
plaquenil 200mg tablet;220
auranofin;2
ridaura 3mg tablet;1
allopurinol;7034
baclofen;600
lioresal 10mg tablet;3
lioresal 5mg/5ml s/f liquid;1
baclospas 10mg tablet;1
carisoprodol;0
carisoma 125mg tablet;1
carisoma 350mg tablet;0
dantrium 25mg capsule;8
dantrium 100mg capsule;1
methocarbamol;72
robaxin 750mg tablet;27
caplenal 100mg tablet;0
caplenal 300mg tablet;0
cosuric 100mg tablet;0
cosuric 300mg tablet;0
hamarin 300mg tablet;0
zyloric 100mg tablet;9
zyloric 300mg tablet;7
xanthomax 100 tablet;0
xanthomax 300 tablet;0
rimapurinol 100mg tablet;1
colchicine;285
probenecid;7
benemid 500mg tablet;0
sulphinpyrazone;4
anturan 100mg tablet;1
anturan 200mg tablet;0
neostigmine;7
prostigmin 15mg tablet;0
methyl salicylate liniment bp;0
methyl salicylate ointment bp;1
ibuleve gel;50
dubam cream;0
piroxicam 0.5% gel;69
zovirax 3% eye ointment;15
chloromycetin 1% eye ointment;0
minims chloramphenicol 0.5% single-use eye drops;2
sno phenicol 0.5% eye drops;0
chloramphenicol 1% eye ointment;39
aureomycin 1% eye ointment;0
cidomycin eye ointment;0
genticin eye ointment;1
minims gentamicin 0.3% single-use eye drops;0
idoxuridine;1
idoxene 0.5% eye ointment;0
turpentine liniment bp;0
white liniment bp;1
algesal cream;74
algipan spray;0
aspellin spray;0
balmosa cream;13
bengue's balsam cream;0
bengue's balsam sg cream;0
cremalgin cream;0
ibugel gel;58
salonair spray;2
difflam cream;27
dubam spray;0
axsain cream;14
movelat cream;109
movelat gel;184
traxam gel;42
ketoprofen 2.5% gel;57
minims neomycin sulphate 0.5% single-use eye drops;0
neosporin eye drops;0
polyfax eye ointment;3
polytrim eye drops;0
polytrim eye ointment;0
polymyxin b sulphate+bacitracin zinc eye ointment;0
polymyxin b sulphate+trimethoprim eye ointment;0
chloromycetin hydrocortisone eye ointment;1
oxyphenbutazone;0
minims prednisolone 0.5% single-use eye drops;60
hay-crom aqueous eye drops;9
lodoxamide;27
ocufen 0.03% single-use eye drops;0
isopto atropine 1% eye drops;10
minims atropine sulphate 1% single-use eye drops;2
tobralex eye drops;1
fucithalmic m/r eye drops;34
noroxin 0.3% eye drops;0
exocin 0.3% eye drops;4
antazoline;0
antazoline sulphate+xylometazoline hcl 0.5/0.05% eye drops;3
antazoline phosphate+naphazoline hcl 0.5/0.05% eye drops;0
fluorometholone;24
fluorometholone+neomycin sulphate 0.1/0.5% eye drops;6
dichlorphenamide;1
daranide 50mg tablet;0
metipranolol;1
pilocarpine;97
ocusert pilo 20 ocular insert;1
timolol 0.25% eye drops;426
tropicamide;1
acetazolamide;29
diamox 250mg tablet;14
apraclonidine;5
aluminium acetate 13% ear drops;0
aluminium acetate 8% ear drops;2
chloramphenicol 5% ear drops;0
chloramphenicol 10% ear drops;0
clioquinol;2
locorten-vioform ear drops;44
hypromellose;1007
polyvinyl alcohol 1% eye drops;95
hydroxyethylcellulose;8
acetylcholine chloride;1
chymotrypsin product;1
paraffin-yellow soft;5
simple eye ointment;45
clioquinol+flumethasone pivalate 1%/0.02% ear drops;2
neomycin+hydrocortisone 0.5%/1.5% ear drops;0
neomycin+hydrocortisone 0.5%/1.5% eye/ear ointment;0
neomycin+hydrocortisone 0.5%/1.5% eye/ear drops;0
syntaris 25micrograms nasal spray;72
resiston one nasal spray;0
flixonase 50micrograms aqueous nasal spray;2180
sudafed 0.05% nasal spray;57
otrivine 0.1% nasal drops;87
tri-adcortyl otic ear ointment;21
choline salicylate+glycerol 20%/12.6% ear drops;1
cerumol ear drops;7
exterol ear drops;0
beconase 50micrograms nasal spray;3670
rhinocort 50micrograms nasal spray;194
flunisolide;50
dexa-rhinaspray nasal spray;13
locabiotal 125micrograms spray;0
difflam 0.15% spray;13
bradosol lozenge;0
oralcer lozenge;0
tyrozets lozenge;4
calgel dental gel;0
clioquinol+ascorbic acid 35mg/6mg lozenge;0
tyrocane lozenge;1
ulc-aid tablet;0
adcortyl in orabase oral paste;35
corlan lozenge;2
dequacaine lozenge;1
choline salicylate 8.7% oral gel;0
pyralvex oral paint;0
teejel 8.7% oral gel;0
bonjela 8.7% oral gel;4
salicylic acid+anthraquinone glycosides 1%/0.5% oral paint;1
dequadin lozenge;2
labosept pastille;0
merocet mouthwash;0
cetomacrogol emulsifying ointment bp;3
emulsifying ointment bp;83
hydrous ointment bp;8
hydrous wool fat bp;1
hydrous wool fat ointment bp;2
simple ointment bp;1
wool alcohols ointment bp;0
flexible collodion bp;1
zinc 15% ointment bp;2
zinc+castor oil ointment bp;1
zinc+castor oil+benzoin cream bp;0
benzalkonium chloride+dimethicone 350 0.1/22% cream;5
dermidex cream;1
cod liver oil+zinc oxide 11.4/38% ointment;45
pyrrolidone carboxylic acid 5% cream;0
chamomile extracts 10.5% ointment;0
unguentum cocois co;0
bocosan mouthwash;0
thymol compound mouthwash tablet;0
compound thymol glycerin solution;3
glandosane plain spray;119
saliva orthana spray;6
luborant spray;0
salivix pastille;55
gastric mucin 3.5% (porcine) spray;0
mucin+xylitol 63mg/39mg lozenge;0
aqueous cream bp;484
buffered cream bp;0
cetomacrogol formula a cream bp;11
cetomacrogol formula b cream bp;1
alpha tocopheryl acetate 30iu/g ointment;0
dimethicone 1000+cetrimide 10%/0.3% cream;0
hydrous wool fat+zinc oxide 4/8% cream;0
soap substitute+zinc oxide 5% cream wash;1
cocois ointment;59
dimethicone+calamine+zinc oxide 20/1.5/7.5% cream;0
urea 10% cream;15
urea+lactic acid 10/5% cream;7
dermacort cream;8
hc45 cream;6
kerfoot hydrocortisone cream;3
sential hc cream;0
savlon bath oil;1
emmolate bath oil;4
cetyl dimethicone 5% bath oil;0
soya oil+mixed lauromacrogols 82.95/15% bath oil;9
soya oil 84.75% bath oil;16
talc dusting powder bp;0
zinc+starch+talc dusting powder bpc;0
calamine;1
calamine+arachis oil 20.88/12.5% cream;0
crotamiton;8
crotamiton 10% lotion;0
crotamiton 10% cream;5
ergocalciferol product;46
alpha tocopheryl succinate;0
multivitamin+mineral preparations;7404
feroglobin b12 syrup;9
cyproterone acetate+ethinyloestradiol;0
calcium polystyrene sulphonate;6
sodium polystyrene sulphonate;0
sodium chloride product;16
sodium bicarbonate 2% preservative-free eye drops;4
halibut-liver oil capsule;49
vitamin c+a+d tablet;49
calcium+ergocalciferol tablet;259
calciferol 250micrograms tablet;9
abidec drops;2
minadex sugar-free oral drops;1
steripod blue topical liquid;1
citrical 1.25g/sachet granules;0
cacit 1.25g effervescent tablet;12
sodium bicarbonate;147
phor pain 200mg tablet;0
proflex 200mg tablet;0
relcofen 200mg tablet;0
pacifene 200mg tablet;0
migrafen 200mg tablet;0
ibrufhalal 200mg tablet;8
voltarene 25mg e/c tablet;20
voltaren retard 100mg m/r tablet;74
voltarene lp 100mg m/r tablet;10
dolobis 250mg tablet;0
cinopal 300mg capsule;0
fepron 600mg tablet;0
methyl salicylate bp;1
algipan cream;0
aspellin liniment;0
transvasin cream;31
voltarol emulgel;326
oruvail gel;19
proflex cream;10
feldene 0.5% gel;26
heparinoid+salicylic acid 0.2%/2% cream;9
heparinoid+salicylic acid 0.2%/2% gel;5
radian b liniment;0
radian b cream;0
radian b spray;1
ralgex cream;0
ralgex freeze spray;0
minims homatropine 2% single-use eye drops;0
minims tropicamide 0.5% single-use eye drops;2
mydriacyl 0.5% eye drops;1
teoptic 1% eye drops;90
propine eye drops;4
minims metipranolol 0.1% single-use eye drops;2
eserine sulphate 1.0% eye drops;0
isopto carpine 0.5% eye drops;1
ralgex low odour spray;0
ralgex spray;3
ralgex stick;0
ibuprofen+codeine phosphate;30
voltarol ophtha 0.1% single-use eye drops;3
diclofenac sodium+misoprostol;348
gold product;14
otrivine-antistin eye drops;47
vasocon a eye drops;1
fml eye drops;34
fml-neo eye drops;0
tanderil eye ointment;0
alomide eye drops;25
minims cyclopentolate 0.5% single-use eye drops;4
mydrilate 0.5% eye drops;9
sno pilo 1% eye drops;0
minims pilocarpine nitrate 1% single-use eye drops;0
betagan eye drops;70
hydroxypropylmethylcellulose;2
h.p.m.c in balanced salt solution 2% eye drops;0
methacholine;1
sucrose product;0
trifluorothymidine;1
citrate 6.5% preservative-free eye drops;0
potassium ascorbate preservative-free eye drops;0
hypotonic artificial tears eye drops;29
tears naturale eye drops;149
isopto plain 0.5% eye drops;22
isopto frin eye drops;2
hypromellose+phenylephrine;0
hypotears eye drops;25
sno-tears eye drops;134
liquifilm tears 1.4% eye drops;217
minims artificial tears single-use eye drops;96
miochol intra-ocular irrigation;0
lubrifilm eye ointment;9
super soft paraffin eye ointment;1
sootheye eye autodrop;1
murine eye drops;1
humorsol 0.25% eye drops;0
benzocaine+menthol 100mg/3mg compound lozenge;0
orabase oral paste;6
dristan nasal spray;3
artificial saliva;19
lipobase cream;6
diprobase cream;886
vita-e ointment;2
aquadrate 10% cream;12
nutraplus cream;1
calmurid cream;79
alpha keri bath oil;1
aveeno regular bath additive;0
aveeno oilated bath additive;1
balneum bath oil;50
balneum plus bath oil;27
oilatum emollient bath additive;101
hydromol emollient bath additive;25
bath e45 bath oil;6
diprobath bath additive;12
emulsiderm emollient lotion;10
zeasorb dusting powder;2
eczederm cream;6
eurax cream;27
eurax lotion;2
ultrabase cream;21
k/l dry skin cream;3
hospital hand cream;0
diprobase ointment;94
unguentum merck cream;20
conotrane cream;17
metanium ointment;2
siopel cream;2
sprilon spray;0
vasogen cream;1
alcoderm cream;1
alcoderm lotion;0
e45 cream;419
calendolon ointment;4
aveeno cream;90
vaseline dermacare lotion;0
kamillosan ointment;1
keri lotion;0
lacticare lotion;1
masse cream;0
morhulin ointment;0
morsep cream;0
oilatum cream;223
humiderm cream;0
hydromol cream;114
sudocrem cream;39
